product_code,product_name
Confectionery_10000816,阿尔卑斯小悦球至纯牛奶味糖果
Confectionery_10000817,阿尔卑斯小悦球至纯草莓/葡萄酸奶味糖果
Confectionery_10000818,美滋滋超级飞侠水枪玩具糖
Confectionery_10000819,金稻谷维C蟹黄堡糖
Confectionery_10000820,金稻谷果汁软糖汽车罐
Confectionery_Chocolate_10000001,脆脆心牛奶巧克力
Confectionery_Chocolate_10000002,M&M花生巧克力
Confectionery_Chocolate_10000003,M&M‘s花生牛奶巧克力豆
Confectionery_Chocolate_10000004,M&Ms牛奶巧克力豆
Confectionery_Chocolate_10000005,得乐果仁紫色朱古力
Confectionery_Chocolate_10000006,得乐提子朱古力
Confectionery_Chocolate_10000007,德芙榛子巧克力
Confectionery_Chocolate_10000008,帝豪大包装威化巧克力
Confectionery_Chocolate_10000009,东城小精灵巧克力
Confectionery_Chocolate_10000010,(意大利)费列罗T16金莎十六粒礼合装朱古力
Confectionery_Chocolate_10000011,（意大利）费列罗T3金莎三粒条装朱古力
Confectionery_Chocolate_10000012,（意大利）费列罗T8金莎八粒心型合装朱古力
Confectionery_Chocolate_10000013,雀巢奇巧威化巧克力
Confectionery_Chocolate_10000014,日本3个装鸡仔蛋巧克力22G*3
Confectionery_Chocolate_10000015,雀巢KitKat二指装巧克力
Confectionery_Chocolate_10000016,金芙果仁提子巧克力
Confectionery_Chocolate_10000017,金芙咖啡软心巧克力
Confectionery_Chocolate_10000018,金芙牛奶软心巧克力
Confectionery_Chocolate_10000019,金芙果仁软心巧克力
Confectionery_Chocolate_10000020,金得利脆心白巧克力
Confectionery_Chocolate_10000021,金得利脆心巧克力
Confectionery_Chocolate_10000022,蒙雪丽T4四粒条装朱古力
Confectionery_Chocolate_10000023,格力高星奇巧克力
Confectionery_Chocolate_10000024,古烈浓三角牛奶巧克力
Confectionery_Chocolate_10000025,嘉丰花生朱古力
Confectionery_Chocolate_10000026,健达T4巧克力
Confectionery_Chocolate_10000027,(意大利)健达T2缤纷乐
Confectionery_Chocolate_10000028,[760]乐天进口装巧克力
Confectionery_Chocolate_10000029,麦提莎巧克力
Confectionery_Chocolate_10000030,乐天VIP蓝色装巧克力
Confectionery_Chocolate_10000031,金芙牛奶咖啡巧克力
Confectionery_Chocolate_10000032,金芙纯牛奶巧克力
Confectionery_Chocolate_10000033,金芙优质黑巧克力
Confectionery_Chocolate_10000034,乐天VIP红色装巧克力
Confectionery_Chocolate_10000035,金芙果仁提子巧克力
Confectionery_Chocolate_10000036,瑞士3个装朱古力蛋*3
Confectionery_Chocolate_10000037,柏士利巧克力豆
Confectionery_Chocolate_10000038,(意大利)费列罗金莎二十四粒装巧克力T24
Confectionery_Chocolate_10000039,格力高星奇蓝莓酸奶巧克力
Confectionery_Chocolate_10000040,德芙脆香米巧克力
Confectionery_Chocolate_10000041,雀巢KitKat四指装巧克力
Confectionery_Chocolate_10000042,瑞士乐朱古力糖
Confectionery_Chocolate_10000043,德芙丝滑牛奶巧克力
Confectionery_Chocolate_10000044,德芙榛子杏仁及葡萄干巧克力
Confectionery_Chocolate_10000045,德芙黑巧克力
Confectionery_Chocolate_10000046,梁丰麦丽素牛奶巧克力
Confectionery_Chocolate_10000047,士力架花生夹心巧克力
Confectionery_Chocolate_10000048,德芙脆香米巧克力
Confectionery_Chocolate_10000049,德芙脆香米巧克力
Confectionery_Chocolate_10000050,雀巢脆脆鲨巧克力味威化
Confectionery_Chocolate_10000051,雀巢脆脆鲨牛奶味威化
Confectionery_Chocolate_10000052,汇源隆金品朱古力(玫瑰花)
Confectionery_Chocolate_10000053,士力架巧克力
Confectionery_Chocolate_10000054,德芙奶香白巧克力
Confectionery_Chocolate_10000055,东成金银满屋朱古力
Confectionery_Chocolate_10000056,东成金花生朱古力
Confectionery_Chocolate_10000057,东成孖宝朱古力
Confectionery_Chocolate_10000058,东成财福金币
Confectionery_Chocolate_10000059,瑞士乐日本鸡仔散蛋
Confectionery_Chocolate_10000060,蒙雪丽巧克力T16
Confectionery_Chocolate_10000061,雀巢牛奶威化(五条装)※
Confectionery_Chocolate_10000062,依丽莎散装朱古力公仔蛋
Confectionery_Chocolate_10000063,恺撒威登果仁巧克力
Confectionery_Chocolate_10000064,恺撒威登牛奶巧克力
Confectionery_Chocolate_10000065,恺撒威登鹰牌奶油威化巧克力
Confectionery_Chocolate_10000066,恺撒威登鹰牌椰子威化巧克力
Confectionery_Chocolate_10000067,凯撤威登金鹰杏仁巧克力
Confectionery_Chocolate_10000068,鹰牌果仁朱古力
Confectionery_Chocolate_10000069,M&Ms迷你筒装
Confectionery_Chocolate_10000070,(周)德芙榛仁巧克力
Confectionery_Chocolate_10000071,(周)德芙榛仁，杏仁及葡萄干朱古力
Confectionery_Chocolate_10000072,德芙醇香摩卡及烤香仁巧克力
Confectionery_Chocolate_10000073,德芙心语混装礼合
Confectionery_Chocolate_10000074,德芙心语苹果味夹心巧克力
Confectionery_Chocolate_10000075,德芙心语巧克力
Confectionery_Chocolate_10000076,德芙星彩巧克力精选装
Confectionery_Chocolate_10000077,嘉瑜果仁巧克力
Confectionery_Chocolate_10000078,嘉瑜果仁巧克力
Confectionery_Chocolate_10000079,嘉瑜牛奶巧克力
Confectionery_Chocolate_10000080,嘉瑜牛奶巧克力
Confectionery_Chocolate_10000081,恺撒威登杏仁巧克力
Confectionery_Chocolate_10000082,恺撤威登艾浓心鲜牛奶浆巧克力
Confectionery_Chocolate_10000083,宠物牛奶巧克力
Confectionery_Chocolate_10000084,蒙特莎宠物天地牛奶巧克力
Confectionery_Chocolate_10000085,蒙特莎比利时皇家巧克力
Confectionery_Chocolate_10000086,(波兰)拉斐尔椰蓉杏仁酥球T3(雪莎)
Confectionery_Chocolate_10000087,依丽莎心动巧克力二条装
Confectionery_Chocolate_10000088,依丽莎心动巧克力块
Confectionery_Chocolate_10000089,蒙丽萨香米巧克力
Confectionery_Chocolate_10000090,蒙丽萨香米巧克力
Confectionery_Chocolate_10000091,徐福记罐装巧克力100片装
Confectionery_Chocolate_10000092,彩虹糖原味果汁糖串装
Confectionery_Chocolate_10000093,彩虹糖酸劲味果汁糖串装
Confectionery_Chocolate_10000094,德芙真藏巧克力
Confectionery_Chocolate_10000095,德芙幸运星薄荷味夹心巧克力
Confectionery_Chocolate_10000096,德芙越洋奇珍巧克力
Confectionery_Chocolate_10000097,德芙倾城诱惑巧克力
Confectionery_Chocolate_10000098,德芙真藏棒仁夹心巧克力条装
Confectionery_Chocolate_10000099,德芙真藏棒仁夹心巧克力
Confectionery_Chocolate_10000100,金诺果仁巧克力16粒方型装
Confectionery_Chocolate_10000101,舍丽尔棒子巧克力16粒方型装
Confectionery_Chocolate_10000102,冠奇脆心牛奶巧克力
Confectionery_Chocolate_10000103,冠奇脆心牛奶巧克力
Confectionery_Chocolate_10000104,冠奇醉巧麦心牛奶巧克力
Confectionery_Chocolate_10000105,恺撒威登牛奶巧克力
Confectionery_Chocolate_10000106,金莉美心支装巧克力
Confectionery_Chocolate_10000107,费列罗健达出奇蛋巧克力
Confectionery_Chocolate_10000108,费列罗金莎T5
Confectionery_Chocolate_10000109,德芙精心之选巧克力
Confectionery_Chocolate_10000110,M&M爆竹礼盒巧克力
Confectionery_Chocolate_10000111,雀巢花生威化饼
Confectionery_Chocolate_10000112,雅乐思添点香草三文治饼干
Confectionery_Chocolate_10000113,雅乐思添点巧克力三文治饼干
Confectionery_Chocolate_10000114,瑞士三角黑色朱克力
Confectionery_Chocolate_10000115,瑞士三角牛奶巧克力（黄）
Confectionery_Chocolate_10000116,夏日恋人双薄荷巧克力
Confectionery_Chocolate_10000117,森永粒舒糖
Confectionery_Chocolate_10000118,森永巧克力球（SD钢弹）
Confectionery_Chocolate_10000119,森永巧克力球（奇蒂猫）
Confectionery_Chocolate_10000120,明治筒装橡皮糖巧克力草莓味
Confectionery_Chocolate_10000121,明治筒装橡皮糖巧克力青提味
Confectionery_Chocolate_10000122,瑞士三角白巧克力
Confectionery_Chocolate_10000123,金芙脆巧香米巧克力
Confectionery_Chocolate_10000124,吉百利鲜牛奶巧克力
Confectionery_Chocolate_10000125,吉百利葡萄干果仁巧克力
Confectionery_Chocolate_10000126,吉百利棒仁鲜牛奶巧克力
Confectionery_Chocolate_10000127,吉百利草莓果粒牛奶巧克力
Confectionery_Chocolate_10000128,吉百利鲜酥曲奇牛奶巧克力
Confectionery_Chocolate_10000129,吉百利鲜牛奶巧克力
Confectionery_Chocolate_10000130,吉百利奶浓白巧巧克力
Confectionery_Chocolate_10000131,吉百利棒仁鲜牛奶巧克力
Confectionery_Chocolate_10000132,吉百利巧乐酥巧克力脆果
Confectionery_Chocolate_10000133,吉百利巧乐酥棒仁味巧克力脆果
Confectionery_Chocolate_10000134,奥沙漫蒂克巧克力
Confectionery_Chocolate_10000135,雀巢甘脆巧克力
Confectionery_Chocolate_10000136,雀巢甘脆杏仁巧克力
Confectionery_Chocolate_10000137,雀巢芝士夹心威化
Confectionery_Chocolate_10000138,恺撒威登牛奶巧克力
Confectionery_Chocolate_10000139,恺撒威登黑巧克力
Confectionery_Chocolate_10000140,恺撒威登果仁巧克力
Confectionery_Chocolate_10000141,恺撒威登三角牛奶巧克力
Confectionery_Chocolate_10000142,恺撒威登三角果仁巧克力
Confectionery_Chocolate_10000143,韵诺榛子浆夹心巧克力
Confectionery_Chocolate_10000144,韵诺榛子浆夹心巧克力
Confectionery_Chocolate_10000145,韵诺榛子浆夹心巧克力
Confectionery_Chocolate_10000146,德芙脆香米牛奶巧克力
Confectionery_Chocolate_10000147,德芙可可豆夹心巧克力
Confectionery_Chocolate_10000148,德芙香烤椰片巧克力
Confectionery_Chocolate_10000149,德芙丝滑牛奶巧克力
Confectionery_Chocolate_10000150,德芙香浓黑巧克力
Confectionery_Chocolate_10000151,德芙丝滑牛奶巧克力（碗装）
Confectionery_Chocolate_10000152,梁丰麦丽素巧克力
Confectionery_Chocolate_10000153,妙迪一心一意巧克力
Confectionery_Chocolate_10000154,妙迪情之花巧克力
Confectionery_Chocolate_10000155,健达缤纷乐三条装
Confectionery_Chocolate_10000156,恺撒威登鹰牌香橙威化巧克力
Confectionery_Chocolate_10000157,怡浓浓香可可巧克力
Confectionery_Chocolate_10000158,怡浓巧克力豆
Confectionery_Chocolate_10000159,怡浓麦丽素
Confectionery_Chocolate_10000160,怡浓纯黑代可可脂巧克力
Confectionery_Chocolate_10000161,怡浓五连包
Confectionery_Chocolate_10000162,怡浓巧克力(榛子)
Confectionery_Chocolate_10000163,怡浓巧克力
Confectionery_Chocolate_10000164,怡浓浓香巧克力
Confectionery_Chocolate_10000165,怡浓浓香可可脂巧克力
Confectionery_Chocolate_10000166,怡浓七彩小生朱古力豆
Confectionery_Chocolate_10000167,怡浓珍脆榛仁巧克力
Confectionery_Chocolate_10000168,怡浓巧克力
Confectionery_Chocolate_10000169,沙丁鱼小金鱼牛奶巧克力
Confectionery_Chocolate_10000170,比利时海洋贝壳巧克力
Confectionery_Chocolate_10000171,瑞士乐恐龙蛋（6个装）
Confectionery_Chocolate_10000172,瑞士乐软心彩蛋朱古力
Confectionery_Chocolate_10000173,怡浓情巧克力（牛奶味）
Confectionery_Chocolate_10000174,怡浓情巧克力（可可脂味）
Confectionery_Chocolate_10000175,彩田巧克力
Confectionery_Chocolate_10000176,芭比榛子巧克力5粒装
Confectionery_Chocolate_10000177,芭比榛子巧克力3粒装
Confectionery_Chocolate_10000178,奥特曼小夜灯金币巧克力
Confectionery_Chocolate_10000179,奥特曼旋转桶金币巧克力
Confectionery_Chocolate_10000180,奥特曼蛋形巧克力
Confectionery_Chocolate_10000181,奥特曼发光笔印章巧克力
Confectionery_Chocolate_10000182,奥特曼手腕飞碟金币巧克力
Confectionery_Chocolate_10000183,奥特曼公仔月历金币巧克力
Confectionery_Chocolate_10000184,奥特曼手表金币巧克力
Confectionery_Chocolate_10000185,怡浓脆米巧克力（榛子/果仁）
Confectionery_Chocolate_10000186,怡浓花生味脆米巧克力
Confectionery_Chocolate_10000187,金帝牛奶巧克力
Confectionery_Chocolate_10000188,金帝黑巧克力
Confectionery_Chocolate_10000189,金帝谷力奥
Confectionery_Chocolate_10000190,金帝橡皮糖巧克力
Confectionery_Chocolate_10000191,德芙什锦巧克力碗装
Confectionery_Chocolate_10000192,德芙脆香米脆香米牛奶巧克力
Confectionery_Chocolate_10000193,德芙果仁巧克力混装分享装
Confectionery_Chocolate_10000194,德芙脆香米礼盒
Confectionery_Chocolate_10000195,明治澳洲坚果夹心绿茶巧克力
Confectionery_Chocolate_10000196,明治澳洲坚果夹心黑白巧克力
Confectionery_Chocolate_10000197,明治雪吻巧克力卡布奇诺口味
Confectionery_Chocolate_10000198,明治雪吻巧克力蓝莓口味
Confectionery_Chocolate_10000199,德芙丝滑牛奶巧克力
Confectionery_Chocolate_10000200,德芙黑巧克力
Confectionery_Chocolate_10000201,德芙榛子巧克力
Confectionery_Chocolate_10000202,德芙榛仁巴旦木葡萄干巧克力
Confectionery_Chocolate_10000203,德芙白巧克力
Confectionery_Chocolate_10000204,(周)(意大利)费列罗朗慕脆皮威化黑巧克力
Confectionery_Chocolate_10000205,健达奇趣蛋女孩版
Confectionery_Chocolate_10000206,德芙丝滑牛奶巧克力（碗装）
Confectionery_Chocolate_10000207,德芙什锦装巧克力（碗装）
Confectionery_Chocolate_10000208,德芙醇黑巧克力66%
Confectionery_Chocolate_10000209,德芙轻巧脆心巧克力
Confectionery_Chocolate_10000210,德芙心随香浓黑巧克力
Confectionery_Chocolate_10000211,德芙心随丝滑牛奶巧克力
Confectionery_Chocolate_10000212,怡浓咖啡味软心巧克力
Confectionery_Chocolate_10000213,菲迪浦心型朱古力（12粒）
Confectionery_Chocolate_10000214,菲迪浦心型朱古力（20粒）
Confectionery_Chocolate_10000215,费列罗郎慕脆皮黑巧克力T12
Confectionery_Chocolate_10000216,德芙精巧装
Confectionery_Chocolate_10000217,金莎T5(五粒装)
Confectionery_Chocolate_10000218,金莎T16BELL(圣诞铃型十六粒装)
Confectionery_Chocolate_10000219,金莎T30（三十粒装）
Confectionery_Chocolate_10000220,健达巧克力T8
Confectionery_Chocolate_10000221,雪莎T15(十五粒装)
Confectionery_Chocolate_10000222,费列罗郎慕脆皮黑巧克力T24
Confectionery_Chocolate_10000223,费列罗臻品巧克力糖果礼盒
Confectionery_Chocolate_10000224,德芙心印巧克力
Confectionery_Chocolate_10000225,德芙恋语榛子酱巧克力
Confectionery_Chocolate_10000226,德芙精巧装240G
Confectionery_Chocolate_10000227,德芙巧克力精心之选
Confectionery_Chocolate_10000228,M&M牛奶巧克力豆瓶装
Confectionery_Chocolate_10000229,M&M花生牛奶巧克力豆瓶装
Confectionery_Chocolate_10000230,德芙星彩巧克力精选
Confectionery_Chocolate_10000231,德芙星彩巧克力精选
Confectionery_Chocolate_10000232,士力架花生夹心巧克力
Confectionery_Chocolate_10000233,德芙心声杏仁酱夹心牛奶巧克力
Confectionery_Chocolate_10000234,德芙心声榛子酱夹心黑巧克力
Confectionery_Chocolate_10000235,德芙心随蓝莓味巧克力
Confectionery_Chocolate_10000236,德芙原粒混合味巧克力
Confectionery_Chocolate_10000237,比利时海洋贝壳巧克力
Confectionery_Chocolate_10000238,比利时8粒装金莎
Confectionery_Chocolate_10000239,菲迪浦脆谷能量巧克力威化饼
Confectionery_Chocolate_10000240,菲迪浦脆谷能量牛奶威化饼
Confectionery_Chocolate_10000241,(奥地利)德芙巧丝轻柔夹心威化巧克力
Confectionery_Chocolate_10000242,金丝猴麦丽素
Confectionery_Chocolate_10000243,金丝猴麦丽芙(牛奶)
Confectionery_Chocolate_10000244,金丝猴麦丽芙(草莓)
Confectionery_Chocolate_10000245,金丝猴麦丽芙(抹茶)
Confectionery_Chocolate_10000246,士力架花生夹心巧克力买2送1优惠装
Confectionery_Chocolate_10000247,M&M‘s花生牛奶巧克力
Confectionery_Chocolate_10000248,M&M‘s牛奶巧克力
Confectionery_Chocolate_10000249,M&M‘s缤纷妙享包花生牛奶巧克力
Confectionery_Chocolate_10000250,德芙香脆榛仁和丝滑牛奶巧克力
Confectionery_Chocolate_10000251,跳跳龙爽口脆米巧克力
Confectionery_Chocolate_10000252,怡浓酸奶巧克力
Confectionery_Chocolate_10000253,德芙摩卡榛仁巧克力（碗装）
Confectionery_Chocolate_10000254,德芙香浓黑巧克力（碗装）
Confectionery_Chocolate_10000255,德芙榛仁葡萄干巧克力（碗装）
Confectionery_Chocolate_10000256,德芙浓醇黑巧克力66%（碗装）
Confectionery_Chocolate_10000257,德芙脆香米巧克力（碗装）
Confectionery_Chocolate_10000258,士力架花生夹心巧克力
Confectionery_Chocolate_10000259,士力架花生夹心巧克力
Confectionery_Chocolate_10000260,德芙牛奶巧克力
Confectionery_Chocolate_10000261,(周)德芙黑巧克力
Confectionery_Chocolate_10000262,德芙浓醇黑巧克力
Confectionery_Chocolate_10000263,帝恩巧克力
Confectionery_Chocolate_10000264,德芙丝滑牛奶巧克力(碗装)促销装
Confectionery_Chocolate_10000265,德芙什锦装巧克力促销装(碗装)
Confectionery_Chocolate_10000266,FERVOR热情代可可脂巧克力(心型)
Confectionery_Chocolate_10000267,FERVOR热情代可可脂巧克力
Confectionery_Chocolate_10000268,菲迪浦心型巧克力（8粒装）
Confectionery_Chocolate_10000269,M&MS巧克力逗趣妙享装
Confectionery_Chocolate_10000270,TERRAVITA-杏仁黑巧克力片(波兰)
Confectionery_Chocolate_10000271,德芙香浓黑巧克力买2送1超值装
Confectionery_Chocolate_10000272,德芙牛奶巧克力买2送1超值装
Confectionery_Chocolate_10000273,士力架三送一超值装
Confectionery_Chocolate_10000274,德芙埃丝汀巧克力礼盒
Confectionery_Chocolate_10000275,脆香米牛奶巧克力
Confectionery_Chocolate_10000276,梁丰巧克力脆果
Confectionery_Chocolate_10000277,梁丰金梦果仁巧克力
Confectionery_Chocolate_10000278,梁丰金梦果仁巧克力
Confectionery_Chocolate_10000279,德芙醇香摩卡及烤巴旦木巧克力
Confectionery_Chocolate_10000280,M&M牛奶巧克力豆(彩蛋)
Confectionery_Chocolate_10000281,怡浓花生夹心巧克力(代可可脂)
Confectionery_Chocolate_10000282,怡浓花生夹心代可可脂巧克力
Confectionery_Chocolate_10000283,怡浓脆莎球夹心巧克力
Confectionery_Chocolate_10000284,(德国)健达夹心牛奶巧克力
Confectionery_Chocolate_10000285,(德国)健达夹心牛奶巧克力(迷你型)
Confectionery_Chocolate_10000286,士力架花生夹心巧克力全家桶
Confectionery_Chocolate_10000287,德芙巧克力碗装共享装
Confectionery_Chocolate_10000288,好时之吻牛奶巧克力
Confectionery_Chocolate_10000289,好时之吻巴旦木牛奶巧克力
Confectionery_Chocolate_10000290,好时之吻榛仁牛奶巧克力
Confectionery_Chocolate_10000291,好时之吻曲奇奶香白巧克力
Confectionery_Chocolate_10000292,好时曲奇奶香白巧克力
Confectionery_Chocolate_10000293,好时巴旦木牛奶巧克力
Confectionery_Chocolate_10000294,明治杏仁夹心巧克力
Confectionery_Chocolate_10000295,明治澳洲坚果夹心巧克力
Confectionery_Chocolate_10000296,明治雪吻巧克力(草莓味)
Confectionery_Chocolate_10000297,明治雪吻巧克力(绿茶口味)
Confectionery_Chocolate_10000298,好时组合装
Confectionery_Chocolate_10000299,健达奇趣蛋男孩版
Confectionery_Chocolate_10000300,士力架花生夹心巧克力
Confectionery_Chocolate_10000301,(意大利)健达巧克力康脆麦
Confectionery_Chocolate_10000302,M&MS牛奶巧克力豆
Confectionery_Chocolate_10000303,咔吃燕麦巧克力(奶香味)
Confectionery_Chocolate_10000304,咔吃果仁威化巧克力
Confectionery_Chocolate_10000305,泓一金牌巧克力
Confectionery_Chocolate_10000306,(奥地利)德芙巧丝轻柔夹心威化巧克力
Confectionery_Chocolate_10000307,好时巧珍珠香浓牛奶巧克力(滑盖装)
Confectionery_Chocolate_10000308,好时巧珍珠醇浓黑巧克力原味
Confectionery_Chocolate_10000309,(意大利)费列罗臻品礼盒装巧克力T24
Confectionery_Chocolate_10000310,雀巢脆脆鲨巧克力威化(奶香)
Confectionery_Chocolate_10000311,雀巢脆脆鲨巧克力威化(巧克力味夹心)
Confectionery_Chocolate_10000312,德芙黑巧克力3条促销装
Confectionery_Chocolate_10000313,德芙牛奶巧克力3条促销装
Confectionery_Chocolate_10000314,M&M牛奶巧克力豆买2送1促销装
Confectionery_Chocolate_10000315,M&M'S牛奶巧克力豆(豆人玩具)
Confectionery_Chocolate_10000316,德芙醇香榛仁黑巧克力
Confectionery_Chocolate_10000317,德芙巴旦木牛奶巧克力
Confectionery_Chocolate_10000318,M&M'S花生牛奶巧克力豆(礼品豆脸)
Confectionery_Chocolate_10000319,M&M牛奶巧克力豆(礼品豆脸)
Confectionery_Chocolate_10000320,德芙什锦巧克力(碗装)
Confectionery_Chocolate_10000321,德芙丝滑牛奶巧克力(碗装)
Confectionery_Chocolate_10000322,德芙香浓黑巧克力(碗装)
Confectionery_Chocolate_10000323,脆香米奶香白巧克力
Confectionery_Chocolate_10000324,脆香米奶香白巧克力
Confectionery_Chocolate_10000325,德芙巧丝威化巧克力
Confectionery_Chocolate_10000326,德芙心语摩卡榛仁和牛奶夹心巧克力
Confectionery_Chocolate_10000327,德芙精选多口味巧克力礼盒装
Confectionery_Chocolate_10000328,德芙精选多口味巧克力
Confectionery_Chocolate_10000329,德芙星彩果仁及多种口味巧克力
Confectionery_Chocolate_10000330,德芙星彩果仁及多种口味巧克力
Confectionery_Chocolate_10000331,德芙丝滑牛奶巧克力
Confectionery_Chocolate_10000332,好时巧珍珠曲奇奶香白巧克力
Confectionery_Chocolate_10000333,好时巧珍珠巴旦木牛奶巧克力
Confectionery_Chocolate_10000334,cocotalk可可宣言专属定制圣诞礼盒巧克力
Confectionery_Chocolate_10000335,誉棠轩优菓脆绿豆松巧克力
Confectionery_Chocolate_10000336,誉棠轩优菓脆红豆松巧克力
Confectionery_Chocolate_10000337,誉棠轩优菓脆香米巧克力
Confectionery_Chocolate_10000338,可可宣言醇香黑巧克力
Confectionery_Chocolate_10000339,可可宣言花生牛奶巧克力球
Confectionery_Chocolate_10000340,可可宣言脆香牛奶巧克力球
Confectionery_Chocolate_10000341,可可宣言丝滑牛奶巧克力
Confectionery_Chocolate_10000342,可可宣言榛仁牛奶巧克力
Confectionery_Chocolate_10000343,妙迪甜言蜜语巧克力(扎花)
Confectionery_Chocolate_10000344,士力架花生夹心巧克力礼盒装
Confectionery_Chocolate_10000345,好时曲奇奶香白巧克力
Confectionery_Chocolate_10000346,好时曲奇奶香白巧克力
Confectionery_Chocolate_10000347,可可宣言情人节倒数巧克力
Confectionery_Chocolate_10000348,德芙巧克力礼包装送小熊(丝滑、榛子、白+心语)
Confectionery_Chocolate_10000349,M&M'S花生牛奶巧克力(豆人玩具)
Confectionery_Chocolate_10000350,M&M'S牛奶+花生巧克力豆妙趣促销装
Confectionery_Chocolate_10000351,德芙浓黑巧克力买2送1超值装
Confectionery_Chocolate_10000352,德芙奶香白巧克力买2送1超值装
Confectionery_Chocolate_10000353,德芙丝滑牛奶巧克力买2送1超值装
Confectionery_Chocolate_10000354,(波兰)拉斐尔椰蓉杏仁酥球T7(雪莎)
Confectionery_Chocolate_10000355,好时臻吻榛仁夹心巧克力礼盒装
Confectionery_Chocolate_10000356,好时曲奇奶香白巧克力
Confectionery_Chocolate_10000357,好时牛奶巧克力
Confectionery_Chocolate_10000358,M&M‘S巴旦木牛奶巧克力豆
Confectionery_Chocolate_10000359,怡浓松露代可可脂巧克力
Confectionery_Chocolate_10000360,怡浓蘑法士代可可脂饼干巧克力
Confectionery_Chocolate_10000361,德芙小巧粒丝滑牛奶颗粒巧克力
Confectionery_Chocolate_10000362,德芙小巧粒香浓黑颗粒巧克力
Confectionery_Chocolate_10000363,M&M豆人顶盖牛奶巧克力豆筒装
Confectionery_Chocolate_10000364,(波兰)拉斐尔脆雪柔椰蓉扁桃仁糖果酥球T23
Confectionery_Chocolate_10000365,(意大利)费列罗臻果威化巧克力方形礼盒装T18
Confectionery_Chocolate_10000366,贝客诗蓝莓和阿萨伊果味夹心黑巧克力
Confectionery_Chocolate_10000367,贝客诗石榴味夹心黑巧克力
Confectionery_Chocolate_10000368,贝客诗蓝莓和阿萨伊果味夹心黑巧克力
Confectionery_Chocolate_10000369,贝客诗石榴味夹心黑巧克力
Confectionery_Chocolate_10000370,(墨西哥）bonbon夹心巧克力
Confectionery_Chocolate_10000371,威滋脆柠檬味威化代可可脂白巧克力
Confectionery_Chocolate_10000372,威滋脆黑芝麻威化代可可脂白巧克力
Confectionery_Chocolate_10000373,德芙巧克力新年装
Confectionery_Chocolate_10000374,Hellokitty集趣蛋
Confectionery_Chocolate_10000375,威滋脆柠檬威化代可可脂白巧克力(20条装)
Confectionery_Chocolate_10000376,威滋脆黑芝麻威化代可可脂白巧克力
Confectionery_Chocolate_10000377,Kokotalk可可宣言跳跳糖牛奶巧克力
Confectionery_Chocolate_10000378,Kokotalk可可宣言水果巧克力豆
Confectionery_Chocolate_10000379,趣乐园阿吉蛋
Confectionery_Chocolate_10000380,梁丰酸奶味麦丽素
Confectionery_Chocolate_10000381,梁丰卡布奇诺麦丽素
Confectionery_Chocolate_10000382,怡浓爵伦黑巧克力
Confectionery_Chocolate_10000383,怡浓爵伦牛奶夹心巧克力
Confectionery_Chocolate_10000384,德芙抹茶曲奇白巧克力
Confectionery_Chocolate_10000385,德芙柠檬曲奇白巧克力
Confectionery_Chocolate_10000386,滨鹏趣享蛋
Confectionery_Chocolate_10000387,妙卡榛仁融情牛奶巧克力
Confectionery_Chocolate_10000388,妙卡融情牛奶巧克力
Confectionery_Chocolate_10000389,妙卡整榛仁融情牛奶巧克力
Confectionery_Chocolate_10000390,妙卡融情黑巧克力
Confectionery_Chocolate_10000391,妙卡融情牛奶巧克力
Confectionery_Chocolate_10000392,KOKOTALK可可宣言奇妙兔玩具蛋(女孩版)
Confectionery_Chocolate_10000393,KOKOTALK可可宣言奇妙兔玩具蛋(男孩版)
Confectionery_Chocolate_10000394,KOKOTALK可可宣言醇黑巧克力
Confectionery_Chocolate_10000395,KOKOTALK可可宣言白巧克力
Confectionery_Chocolate_10000396,KOKOTALK可可宣言牛奶巧克力
Confectionery_Chocolate_10000397,KOKOTALK可可宣言跳跳糖巧克力
Confectionery_Chocolate_10000398,KOKOTALK可可宣言水果巧克力豆
Confectionery_Chocolate_10000399,(印度)健达巧可蹦脆乐
Confectionery_Chocolate_10000400,(印尼)EDOpack莓之诱惑威化饼(草莓味
Confectionery_Chocolate_10000401,(日本)明治杏仁夹心巧克力
Confectionery_Chocolate_10000402,(日本)明治澳洲坚果夹心巧克力
Confectionery_Chocolate_10000403,(日本)明治绿茶味雪吻巧克力
Confectionery_Chocolate_10000404,(日本)明治草莓味雪吻巧克力
Confectionery_Chocolate_10000405,(日本)森永打氏牛奶朱古力(红)
Confectionery_Chocolate_10000406,(日本)森永打氏牛奶朱古力(白)
Confectionery_Chocolate_10000407,(澳洲)麦提莎牛奶巧克力
Confectionery_Chocolate_10000408,(瑞士)瑞士三角牛奶巧克力
Confectionery_Chocolate_10000409,(瑞士)瑞士三角牛奶迷你袋装巧克力
Confectionery_Chocolate_10000410,(德国)斯波德五谷奇脆巧克力
Confectionery_Chocolate_10000411,(德国)斯波德榛子巧克力
Confectionery_Chocolate_10000412,(德国)斯波德榛子白巧克力
Confectionery_Chocolate_10000413,(德国)斯波德果仁胡桃巧克力
Confectionery_Chocolate_10000414,(德国)斯波德运动特级纯黑巧克力
Confectionery_Chocolate_10000415,(印尼)TOP迪芙脆米牛奶巧克力
Confectionery_Chocolate_10000416,(印尼)TOP迪芙脆米巧克力夹心
Confectionery_Chocolate_10000417,(印尼)TOP迪芙脆米牛奶巧克力
